Posted date,Job title,Company name,Location,Skills,Links,Salaries,Requirements
2 months ago,Senior R&D Formulation Specialist,Semak -,"Dokki, Giza, Egypt ",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · R&D/Science · Manufacturing/Production · Analyst/Research · Creative Thinking · Communication · Team Player · cosmetics · Research Development · Formulation · Odoo ERP,/jobs/p/t2jpnmtk2rtd-senior-rd-formulation-specialist-semak-giza-egypt,Not Mentioned,"Bachelor’s degreeinPharmaceutical Science(preferred),Science, orBiotechnology. | 3–5 years of hands-on experienceincosmetic product formulation(mandatory). | Solid understanding ofcosmetic regulationsandGMP/ISO 22716standards. | Proven experience in formulating emulsions, gels, serums, surfactant systems, and troubleshooting instabilities. | Stronganalytical and documentation skills, with proficiency in Microsoft Office. | Effectiveproject management and communication skillswith cross-functional teams."
21 days ago,Remote Business Development Advisor,Jobgether -,"Riyadh, Saudi Arabia ",Full TimeExperienced · Business Development · Analyst/Research · Sales/Retail · Business Development · Sales · Sales Skills · Sales Target · Communication Skills · Customer Care · Administration,/saudi/jobs/p/g/ce1jttzwduuc-remote-business-development-advisor-jobgether-riyadh-saudi-arabia,Not Mentioned,
13 days ago,President – Digital Strategy & Innovation,Confidential Government -,"Riyadh, Saudi Arabia ",Full TimeSenior Management · Business Development · Marketing/PR/Advertising · Analyst/Research · Management · Marketing · Operations · Strategy · Financial Analysis · Financial Modeling · Investment,/saudi/jobs/p/g/b3fzkfedrn0n-president-digital-strategy-innovation-confidential-government-riyadh-saudi-arabia,Not Mentioned,
18 days ago,Regional Pricing Director,Sirva -,"Dubai, United Arab Emirates ",Full TimeManager · Operations/Management · Marketing/PR/Advertising · Sales/Retail · sales · sales skills · sales target · marketing · management · market research · finance,/jobs/p/g/9a9uiue4hm6b-regional-pricing-director-sirva-dubai-united-arab-emirates,Not Mentioned,
26 days ago,Lead Accounting & Financial Technology Consultant - Remote,Jobgether -,"Riyadh, Saudi Arabia ",Full TimeExperienced · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Accounting · Finance · Sage Intacct · Business Technology · Computer Engineering · Computer Science · Information Technology (IT),/saudi/jobs/p/g/88zbaxaichmu-lead-accounting-financial-technology-consultant-remote-jobgether-riyadh-saudi-arabia,Not Mentioned,
26 days ago,Senior Finance Process Consultant (Remote),Jobgether -,"Dubai, United Arab Emirates ",Full TimeExperienced · Accounting/Finance · Human Resources · Engineering - Telecom/Technology · Accounting · Finance · ACCA · CPA · Commerce · Microsoft Office · SAP,/jobs/p/g/dcnhtje7cfq6-senior-finance-process-consultant-remote-jobgether-dubai-united-arab-emirates,Not Mentioned,
18 days ago,Manager - Cybersecurity,ISA -,"Dubai, United Arab Emirates ",Full TimeExperienced · Administration · Operations/Management · Sales/Retail · Microsoft Office · Sales · Administration · Management · Sales Skills · Office Management · Customer Service,/jobs/p/g/lfx3uopzwydp-manager-cybersecurity-isa-dubai-united-arab-emirates,Not Mentioned,
23 hours ago,Lead - Threat Intelligence,CPX -,"Dubai, United Arab Emirates ",Full TimeExperienced · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Information Technology (IT) · Sales · Computer Science · Sales Skills · Lead Generation · Software Development · Sales Target,/jobs/p/g/plzhfvb2vvxu-lead-threat-intelligence-cpx-dubai-united-arab-emirates,Not Mentioned,
2 days ago,Research Assistant (Remote),PULSE MEDIA (MENA REGION) -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · Administration · Marketing/PR/Advertising · Analyst/Research · Research · Administration · Microsoft Office · Secretary · Office Management · Market Research · Communication Skills,/saudi/jobs/p/g/pf7jcvmwrlny-research-assistant-remote-pulse-media-mena-region-riyadh-saudi-arabia,Not Mentioned,
5 days ago,"Clinical Research Associate - Maseeraty Graduate Program, UAE",Novartis -,"Dubai, United Arab Emirates ",Full TimeEntry Level · Operations/Management · Analyst/Research · Pharmaceutical · Research · Market Research · Analysis · Marketing · Pharmacy · English · Operations,/jobs/p/g/huwzzewrpkrg-clinical-research-associate-maseeraty-graduate-program-uae-novartis-dubai-united-arab-emirates,Not Mentioned,
4 hours ago,Assistant Manager – Investor Relations,Modern Mills Company -,"Makkah, Saudi Arabia ",Full TimeExperienced · Administration · IT/Software Development · Engineering - Telecom/Technology · microsoft office · administration · information technology (it) · sales · accounting · finance · english,/saudi/jobs/p/g/tt1kdozyonix-assistant-manager-investor-relations-modern-mills-company-makkah-saudi-arabia,Not Mentioned,
8 days ago,FP&A Manager,Bayut.com -,"Dubai, United Arab Emirates ",Full TimeExperienced · Accounting/Finance · Medical/Healthcare · Analyst/Research · Finance · Accounting · Financial Analysis · Financial Management · FP&A · FP/RH · Financial Planning,/jobs/p/g/ddhspeztdsf5-fpa-manager-bayut-com-dubai-united-arab-emirates,Not Mentioned,
23 days ago,Principal Exploration Geologist – Mining and Exploration,Fugro -,"Riyadh, Saudi Arabia ",Full TimeExperienced · IT/Software Development · Analyst/Research · Sales/Retail · sales · information technology (it) · telecommunication · microsoft office · business development · analysis · analytics,/saudi/jobs/p/g/mlwekiiatub7-principal-exploration-geologist-mining-and-exploration-fugro-riyadh-saudi-arabia,Not Mentioned,
25 days ago,"Senior Specialist, Financial Communications",MyPetroCareer.com -,"Dubai, United Arab Emirates ",Full TimeExperienced · Accounting/Finance · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Social Media · Media · Advertising · Communication Skills · Branding · Business Development,/jobs/p/g/3fctrzorpw15-senior-specialist-financial-communications-mypetrocareer-com-dubai-united-arab-emirates,Not Mentioned,
1 month ago,Senior Energy Consultant,GHD -,"Dubai, United Arab Emirates ",Full TimeExperienced · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Sales · Sales Skills · Real Estate · Sales Target · Information Technology (IT) · Customer Service · Computer Science,/jobs/p/g/rsulpzfio1kn-senior-energy-consultant-ghd-dubai-united-arab-emirates,Not Mentioned,
28 days ago,Cybersecurity Specialist,NEOM -,"Tabuk, Saudi Arabia ",Full TimeEntry Level · IT/Software Development · Marketing/PR/Advertising · Engineering - Telecom/Technology · information technology (it) · computer engineering · computer science · ftp · soc · cyber,/saudi/jobs/p/g/ybqzvaoystcj-cybersecurity-specialist-neom-tabuk-saudi-arabia,Not Mentioned,
25 days ago,Expert – Financial Planning & Control Management,Norconsult Telematics -,"Riyadh, Saudi Arabia ",Full TimeExperienced · Accounting/Finance · Business Development · Analyst/Research · Finance · Accounting · Financial Analysis · Financial Management · Planning · FMCG · Financial Planning,/saudi/jobs/p/g/yyrk6qltwmsv-expert-financial-planning-control-management-norconsult-telematics-riyadh-saudi-arabia,Not Mentioned,
26 days ago,Finance Enterprise Partner (FEP) Internship (12 months),Roche -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · Accounting/Finance · Analyst/Research · Accounting · Finance · Commerce · Microsoft Office · MBA · ACCA · Financial Analysis · CPA,/saudi/jobs/p/g/4gfdcgekcnck-finance-enterprise-partner-fep-internship-12-months-roche-riyadh-saudi-arabia,Not Mentioned,
12 days ago,Subject Matter Expert - Front End,Globant -,"Riyadh, Saudi Arabia ",Full TimeExperienced · Customer Service/Support · Analyst/Research · Education/Teaching · Subject Matter Expert · Education · SME · Teaching · Curriculum Development · Educational Consultation · Call Center,/saudi/jobs/p/g/xv4eoyfxkzr5-subject-matter-expert-front-end-globant-riyadh-saudi-arabia,Not Mentioned,
10 days ago,Customer Service Representative (Remote),PULSE-MEDIA -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · Customer Service/Support · Operations/Management · Sales/Retail · Customer Service · Customer Support · Customer Care · Call Center · Communication Skills · Sales · Microsoft Office,/saudi/jobs/p/g/ijq8wltckpcs-customer-service-representative-remote-pulse-media-riyadh-saudi-arabia,Not Mentioned,
24 days ago,Internal Auditor,Confidential Government -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · Accounting/Finance · Quality · Analyst/Research · Accounting · Finance · Auditing · Financial Analysis · Financial Management · Internal Audit · Internal Auditing,/saudi/jobs/p/g/tdezbccebzbp-internal-auditor-confidential-government-riyadh-saudi-arabia,Not Mentioned,
13 days ago,Senior Risk & Internal Audit Manager – Sovereign Fund Projects,Confidential Government -,"Riyadh, Saudi Arabia ",Full TimeExperienced · Accounting/Finance · IT/Software Development · Analyst/Research · Accounting · Finance · Risk Management · Computer Science · Information Technology (IT) · Financial Analysis · Commerce,/saudi/jobs/p/g/ikvtmtkhfre3-senior-risk-internal-audit-manager-sovereign-fund-projects-confidential-government-riyadh-saudi-arabia,Not Mentioned,
14 days ago,INTERNAL AUDITOR,Energy Job Search -,"Dubai, United Arab Emirates ",Full TimeExperienced · Accounting/Finance · Quality · Analyst/Research · Accounting · Finance · Auditing · Financial Analysis · Financial Management · Internal Audit · Internal Auditing,/jobs/p/g/bipt2hiudbyh-internal-auditor-energy-job-search-dubai-united-arab-emirates,Not Mentioned,
15 days ago,BA – Segment Management - Lending lifecycle,Astra Tech -,"Dubai, United Arab Emirates ",Full TimeExperienced · IT/Software Development · Marketing/PR/Advertising · Sales/Retail · sales · sales skills · marketing · microsoft office · customer support · engineering · communication skills,/jobs/p/g/qmqcotquyyjt-ba-segment-management-lending-lifecycle-astra-tech-dubai-united-arab-emirates,Not Mentioned,
